Date,Store ID,Product ID,Forecast Type,Actual Demand,Predicted Demand,P10 Demand,P50 Demand,P90 Demand
2024-01-20,S002,P0014,Validation,161.0,144.06701899570626,,144.06701899570626,
2024-01-21,S002,P0014,Validation,135.0,122.20992392136885,,122.20992392136885,
2024-01-22,S002,P0014,Validation,80.0,94.02189979403869,,94.02189979403869,
2024-01-23,S002,P0014,Validation,95.0,103.65403907225367,,103.65403907225367,
2024-01-24,S002,P0014,Validation,87.0,93.75816027633537,,93.75816027633537,
2024-01-25,S002,P0014,Validation,87.0,85.79570961864468,,85.79570961864468,
2024-01-26,S002,P0014,Validation,121.0,129.64404191033742,,129.64404191033742,
2024-01-27,S002,P0014,Validation,148.0,143.13779225205826,,143.13779225205826,
2024-01-28,S002,P0014,Validation,37.0,46.82328851169351,,46.82328851169351,
2024-01-29,S002,P0014,Validation,90.0,97.75523684345171,,97.75523684345171,
2024-01-30,S002,P0014,Validation,101.0,106.3153262174146,,106.3153262174146,
2024-01-01,S002,P0015,Validation,121.0,126.35727226133106,,126.35727226133106,
2024-01-02,S002,P0015,Validation,185.0,159.78956541454167,,159.78956541454167,
2024-01-03,S002,P0015,Validation,139.0,157.0376228952014,,157.0376228952014,
2024-01-04,S002,P0015,Validation,154.0,153.07697287807574,,153.07697287807574,
2024-01-05,S002,P0015,Validation,133.0,127.76026099679669,,127.76026099679669,
2024-01-06,S002,P0015,Validation,31.0,42.211334107836564,,42.211334107836564,
2024-01-07,S002,P0015,Validation,230.0,213.85726381507743,,213.85726381507743,
2024-01-08,S002,P0015,Validation,100.0,95.06040604040105,,95.06040604040105,
2024-01-09,S002,P0015,Validation,135.0,137.97734308461955,,137.97734308461955,
2024-01-10,S002,P0015,Validation,96.0,92.32855338317029,,92.32855338317029,
2024-01-11,S002,P0015,Validation,90.0,98.47110428169825,,98.47110428169825,
2024-01-12,S002,P0015,Validation,130.0,142.14960906349552,,142.14960906349552,
2024-01-13,S002,P0015,Validation,162.0,158.22564356058976,,158.22564356058976,
2024-01-14,S002,P0015,Validation,137.0,135.31572311894763,,135.31572311894763,
2024-01-15,S002,P0015,Validation,170.0,158.35669009314483,,158.35669009314483,
2024-01-16,S002,P0015,Validation,92.0,91.40153209519106,,91.40153209519106,
2024-01-17,S002,P0015,Validation,99.0,110.46421146397846,,110.46421146397846,
2024-01-18,S002,P0015,Validation,125.0,115.65600100441294,,115.65600100441294,
2024-01-19,S002,P0015,Validation,123.0,124.018960746736,,124.018960746736,
2024-01-20,S002,P0015,Validation,202.0,189.9450332789651,,189.9450332789651,
2024-01-21,S002,P0015,Validation,139.0,131.05016239107573,,131.05016239107573,
2024-01-22,S002,P0015,Validation,111.0,104.02893498379781,,104.02893498379781,
2024-01-23,S002,P0015,Validation,108.0,105.67271820696494,,105.67271820696494,
2024-01-24,S002,P0015,Validation,79.0,91.49358338624535,,91.49358338624535,
2024-01-25,S002,P0015,Validation,121.0,124.24716817640838,,124.24716817640838,
2024-01-26,S002,P0015,Validation,206.0,184.25778818628226,,184.25778818628226,
2024-01-27,S002,P0015,Validation,179.0,172.53727355004088,,172.53727355004088,
2024-01-28,S002,P0015,Validation,58.0,57.365727432374854,,57.365727432374854,
2024-01-29,S002,P0015,Validation,122.0,113.66944420947567,,113.66944420947567,
2024-01-30,S002,P0015,Validation,67.0,68.08597960270235,,68.08597960270235,
2024-01-01,S002,P0016,Validation,134.0,141.25733780212397,,141.25733780212397,
2024-01-02,S002,P0016,Validation,127.0,118.11815258090863,,118.11815258090863,
2024-01-03,S002,P0016,Validation,92.0,88.69701370397952,,88.69701370397952,
2024-01-04,S002,P0016,Validation,107.0,98.98092793452238,,98.98092793452238,
2024-01-05,S002,P0016,Validation,117.0,120.69442539588188,,120.69442539588188,
2024-01-06,S002,P0016,Validation,129.0,118.72489264046841,,118.72489264046841,
2024-01-07,S002,P0016,Validation,134.0,139.5094306623283,,139.5094306623283,
2024-01-08,S002,P0016,Validation,184.0,183.32600193796912,,183.32600193796912,
2024-01-09,S002,P0016,Validation,237.0,213.45253370359586,,213.45253370359586,
2024-01-10,S002,P0016,Validation,102.0,119.88931225320447,,119.88931225320447,
2024-01-11,S002,P0016,Validation,132.0,136.78715664561537,,136.78715664561537,
2024-01-12,S002,P0016,Validation,113.0,103.51911478688032,,103.51911478688032,
2024-01-13,S002,P0016,Validation,173.0,166.80353931935934,,166.80353931935934,
2024-01-14,S002,P0016,Validation,155.0,153.6596202027621,,153.6596202027621,
2024-01-15,S002,P0016,Validation,88.0,112.42739669964953,,112.42739669964953,
2024-01-16,S002,P0016,Validation,159.0,168.53101071808254,,168.53101071808254,
2024-01-17,S002,P0016,Validation,88.0,86.84894648957167,,86.84894648957167,
2024-01-18,S002,P0016,Validation,173.0,174.900216183696,,174.900216183696,
2024-01-19,S002,P0016,Validation,32.0,48.46715257987386,,48.46715257987386,
2024-01-20,S002,P0016,Validation,224.0,192.38622775634454,,192.38622775634454,
2024-01-21,S002,P0016,Validation,103.0,116.62395606813446,,116.62395606813446,
2024-01-22,S002,P0016,Validation,49.0,68.89844857648332,,68.89844857648332,
2024-01-23,S002,P0016,Validation,106.0,110.04462454693224,,110.04462454693224,
2024-01-24,S002,P0016,Validation,72.0,81.5165810371616,,81.5165810371616,
2024-01-25,S002,P0016,Validation,132.0,116.67809463186329,,116.67809463186329,
2024-01-26,S002,P0016,Validation,101.0,93.88842914696538,,93.88842914696538,
2024-01-27,S002,P0016,Validation,110.0,98.5448945106369,,98.5448945106369,
2024-01-28,S002,P0016,Validation,61.0,57.16516207600577,,57.16516207600577,
2024-01-29,S002,P0016,Validation,137.0,139.6085596595756,,139.6085596595756,
2024-01-30,S002,P0016,Validation,105.0,104.7326328206339,,104.7326328206339,
2024-01-01,S002,P0017,Validation,13.0,21.51777346003304,,21.51777346003304,
2024-01-02,S002,P0017,Validation,17.0,17.588199331232264,,17.588199331232264,
2024-01-03,S002,P0017,Validation,12.0,17.90646990005103,,17.90646990005103,
2024-01-04,S002,P0017,Validation,15.0,25.718471304201795,,25.718471304201795,
2024-01-05,S002,P0017,Validation,17.0,28.864574720283656,,28.864574720283656,
2024-01-06,S002,P0017,Validation,26.0,23.68559769430175,,23.68559769430175,
2024-01-07,S002,P0017,Validation,21.0,31.259031847637193,,31.259031847637193,
2024-01-08,S002,P0017,Validation,66.0,52.09838791086869,,52.09838791086869,
2024-01-09,S002,P0017,Validation,50.0,40.677405812397375,,40.677405812397375,
2024-01-10,S002,P0017,Validation,43.0,45.56692630590249,,45.56692630590249,
2024-01-11,S002,P0017,Validation,79.0,54.786584862895424,,54.786584862895424,
2024-01-12,S002,P0017,Validation,132.0,93.7737111382602,,93.7737111382602,
2024-01-13,S002,P0017,Validation,99.0,104.50154666862436,,104.50154666862436,
2024-01-14,S002,P0017,Validation,90.0,89.81757109236656,,89.81757109236656,
2024-01-15,S002,P0017,Validation,100.0,88.74569380654906,,88.74569380654906,
2024-01-16,S002,P0017,Validation,100.0,96.2293536567201,,96.2293536567201,
2024-01-17,S002,P0017,Validation,108.0,109.8390194754471,,109.8390194754471,
2024-01-18,S002,P0017,Validation,96.0,99.61668795178585,,99.61668795178585,
2024-01-19,S002,P0017,Validation,76.0,73.57302422227912,,73.57302422227912,
2024-01-20,S002,P0017,Validation,156.0,136.20139625077087,,136.20139625077087,
2024-01-21,S002,P0017,Validation,148.0,142.3717006764228,,142.3717006764228,
2024-01-22,S002,P0017,Validation,136.0,145.19143446473637,,145.19143446473637,
2024-01-23,S002,P0017,Validation,68.0,70.33291063075906,,70.33291063075906,
2024-01-24,S002,P0017,Validation,99.0,88.55093778315339,,88.55093778315339,
2024-01-25,S002,P0017,Validation,98.0,86.19513468442987,,86.19513468442987,
2024-01-26,S002,P0017,Validation,81.0,69.12601254841802,,69.12601254841802,
2024-01-27,S002,P0017,Validation,99.0,86.49245429089505,,86.49245429089505,
2024-01-28,S002,P0017,Validation,124.0,130.69649646591256,,130.69649646591256,
2024-01-29,S002,P0017,Validation,79.0,76.99604374009127,,76.99604374009127,
2024-01-30,S002,P0017,Validation,72.0,70.90412907109236,,70.90412907109236,
2024-01-01,S002,P0018,Validation,138.0,130.9450325768413,,130.9450325768413,
2024-01-02,S002,P0018,Validation,205.0,169.047749700386,,169.047749700386,
2024-01-03,S002,P0018,Validation,150.0,158.930999599669,,158.930999599669,
2024-01-04,S002,P0018,Validation,47.0,50.22191192427194,,50.22191192427194,
2024-01-05,S002,P0018,Validation,99.0,108.79242719634348,,108.79242719634348,
2024-01-06,S002,P0018,Validation,180.0,163.79777930765565,,163.79777930765565,
2024-01-07,S002,P0018,Validation,100.0,110.82271699883621,,110.82271699883621,
2024-01-08,S002,P0018,Validation,107.0,105.21106590087231,,105.21106590087231,
2024-01-09,S002,P0018,Validation,86.0,84.73650787667727,,84.73650787667727,
2024-01-10,S002,P0018,Validation,82.0,77.96174817621018,,77.96174817621018,
2024-01-11,S002,P0018,Validation,98.0,91.0944008124901,,91.0944008124901,
2024-01-12,S002,P0018,Validation,175.0,161.23746529507596,,161.23746529507596,
2024-01-13,S002,P0018,Validation,84.0,75.66479932512881,,75.66479932512881,
2024-01-14,S002,P0018,Validation,113.0,119.49176749063332,,119.49176749063332,
2024-01-15,S002,P0018,Validation,67.0,68.79769123923086,,68.79769123923086,
2024-01-16,S002,P0018,Validation,23.0,38.43320756557796,,38.43320756557796,
2024-01-17,S002,P0018,Validation,95.0,83.24753881113469,,83.24753881113469,
2024-01-18,S002,P0018,Validation,65.0,63.898126438769125,,63.898126438769125,
2024-01-19,S002,P0018,Validation,112.0,112.42554785106769,,112.42554785106769,
2024-01-20,S002,P0018,Validation,73.0,68.63696452266166,,68.63696452266166,
2024-01-21,S002,P0018,Validation,99.0,87.95738434475835,,87.95738434475835,
2024-01-22,S002,P0018,Validation,16.0,44.3211088844173,,44.3211088844173,
2024-01-23,S002,P0018,Validation,67.0,65.53987965340052,,65.53987965340052,
2024-01-24,S002,P0018,Validation,103.0,89.11699183983177,,89.11699183983177,
2024-01-25,S002,P0018,Validation,120.0,102.99915625416274,,102.99915625416274,
2024-01-26,S002,P0018,Validation,179.0,169.9260674606807,,169.9260674606807,
2024-01-27,S002,P0018,Validation,218.0,164.84229048760466,,164.84229048760466,
2024-01-28,S002,P0018,Validation,147.0,136.94153566136305,,136.94153566136305,
2024-01-29,S002,P0018,Validation,85.0,95.62957769226796,,95.62957769226796,
2024-01-30,S002,P0018,Validation,149.0,144.2422853235692,,144.2422853235692,
2024-01-01,S002,P0019,Validation,151.0,148.20596831794123,,148.20596831794123,
2024-01-02,S002,P0019,Validation,127.0,121.94217757539327,,121.94217757539327,
2024-01-03,S002,P0019,Validation,105.0,100.01051077568201,,100.01051077568201,
2024-01-04,S002,P0019,Validation,164.0,177.53078732327575,,177.53078732327575,
2024-01-05,S002,P0019,Validation,130.0,128.23577393796555,,128.23577393796555,
2024-01-06,S002,P0019,Validation,88.0,87.60729313090094,,87.60729313090094,
2024-01-07,S002,P0019,Validation,75.0,93.93481190107697,,93.93481190107697,
2024-01-08,S002,P0019,Validation,92.0,96.04248412499003,,96.04248412499003,
2024-01-09,S002,P0019,Validation,110.0,106.92489403702162,,106.92489403702162,
2024-01-10,S002,P0019,Validation,121.0,113.81711218463066,,113.81711218463066,
2024-01-11,S002,P0019,Validation,88.0,80.24912292217479,,80.24912292217479,
2024-01-12,S002,P0019,Validation,182.0,176.56080196766476,,176.56080196766476,
2024-01-13,S002,P0019,Validation,172.0,164.0838456717129,,164.0838456717129,
2024-01-14,S002,P0019,Validation,110.0,123.93486646326467,,123.93486646326467,
2024-01-15,S002,P0019,Validation,98.0,93.6171099466475,,93.6171099466475,
2024-01-16,S002,P0019,Validation,82.0,91.18121714069049,,91.18121714069049,
2024-01-17,S002,P0019,Validation,89.0,100.59225023066199,,100.59225023066199,
2024-01-18,S002,P0019,Validation,137.0,128.9392677618265,,128.9392677618265,
2024-01-19,S002,P0019,Validation,57.0,78.13700967644219,,78.13700967644219,
2024-01-20,S002,P0019,Validation,158.0,163.49760771693641,,163.49760771693641,
2024-01-21,S002,P0019,Validation,57.0,72.19224570003229,,72.19224570003229,
2024-01-22,S002,P0019,Validation,173.0,182.13974601626828,,182.13974601626828,
2024-01-23,S002,P0019,Validation,125.0,136.0704475311847,,136.0704475311847,
2024-01-24,S002,P0019,Validation,176.0,180.88521001123652,,180.88521001123652,
2024-01-25,S002,P0019,Validation,131.0,125.71625227003891,,125.71625227003891,
2024-01-26,S002,P0019,Validation,146.0,155.4848200475224,,155.4848200475224,
2024-01-27,S002,P0019,Validation,79.0,77.6262201012602,,77.6262201012602,
2024-01-28,S002,P0019,Validation,117.0,124.10722307478053,,124.10722307478053,
2024-01-29,S002,P0019,Validation,118.0,127.61531276579775,,127.61531276579775,
2024-01-30,S002,P0019,Validation,118.0,128.3230842559341,,128.3230842559341,
2024-01-01,S002,P0020,Validation,55.0,60.6285563915695,,60.6285563915695,
2024-01-02,S002,P0020,Validation,44.0,49.473919233771234,,49.473919233771234,
2024-01-03,S002,P0020,Validation,40.0,46.75100479842206,,46.75100479842206,
2024-01-04,S002,P0020,Validation,37.0,44.20529702023103,,44.20529702023103,
2024-01-05,S002,P0020,Validation,33.0,42.623045439366514,,42.623045439366514,
2024-01-06,S002,P0020,Validation,49.0,47.003752469735915,,47.003752469735915,
2024-01-07,S002,P0020,Validation,31.0,29.65543845658283,,29.65543845658283,
2024-01-08,S002,P0020,Validation,42.0,48.608332248592255,,48.608332248592255,
2024-01-09,S002,P0020,Validation,90.0,64.79321429921535,,64.79321429921535,
2024-01-10,S002,P0020,Validation,49.0,38.421779145236854,,38.421779145236854,
2024-01-11,S002,P0020,Validation,90.0,80.74684660941357,,80.74684660941357,
2024-01-12,S002,P0020,Validation,77.0,73.5261696052641,,73.5261696052641,
2024-01-13,S002,P0020,Validation,88.0,75.32045715042072,,75.32045715042072,
2024-01-14,S002,P0020,Validation,89.0,80.2446314887478,,80.2446314887478,
2024-01-15,S002,P0020,Validation,59.0,51.32751016756349,,51.32751016756349,
2024-01-16,S002,P0020,Validation,66.0,73.75408183262932,,73.75408183262932,
2024-01-17,S002,P0020,Validation,63.0,59.584026708253475,,59.584026708253475,
2024-01-18,S002,P0020,Validation,85.0,89.93422140095441,,89.93422140095441,
2024-01-19,S002,P0020,Validation,44.0,40.08130431624613,,40.08130431624613,
2024-01-20,S002,P0020,Validation,92.0,95.97227851111667,,95.97227851111667,
2024-01-21,S002,P0020,Validation,20.0,32.07331615108968,,32.07331615108968,
2024-01-22,S002,P0020,Validation,106.0,92.80465159370272,,92.80465159370272,
2024-01-23,S002,P0020,Validation,39.0,44.816552436891016,,44.816552436891016,
2024-01-24,S002,P0020,Validation,49.0,49.46329404323295,,49.46329404323295,
2024-01-25,S002,P0020,Validation,56.0,49.103173976072554,,49.103173976072554,
2024-01-26,S002,P0020,Validation,119.0,124.1563272942878,,124.1563272942878,
2024-01-27,S002,P0020,Validation,72.0,69.071554616532,,69.071554616532,
2024-01-28,S002,P0020,Validation,134.0,125.9540967561469,,125.9540967561469,
2024-01-29,S002,P0020,Validation,43.0,46.17443650710649,,46.17443650710649,
2024-01-30,S002,P0020,Validation,82.0,81.92666325858865,,81.92666325858865,
2024-01-01,S003,P0001,Validation,31.0,37.66374625229093,,37.66374625229093,
2024-01-02,S003,P0001,Validation,42.0,43.118033342280725,,43.118033342280725,
2024-01-03,S003,P0001,Validation,22.0,34.202623655527326,,34.202623655527326,
2024-01-04,S003,P0001,Validation,36.0,33.55362182705751,,33.55362182705751,
2024-01-05,S003,P0001,Validation,34.0,38.60589444750512,,38.60589444750512,
2024-01-06,S003,P0001,Validation,95.0,80.839539913238,,80.839539913238,
2024-01-07,S003,P0001,Validation,8.0,33.822749027066756,,33.822749027066756,
2024-01-08,S003,P0001,Validation,23.0,30.799664616572603,,30.799664616572603,
2024-01-09,S003,P0001,Validation,109.0,77.32197242929257,,77.32197242929257,
2024-01-10,S003,P0001,Validation,88.0,72.80598567785307,,72.80598567785307,
2024-01-11,S003,P0001,Validation,164.0,155.61949220675348,,155.61949220675348,
2024-01-12,S003,P0001,Validation,161.0,157.65179339485059,,157.65179339485059,
2024-01-13,S003,P0001,Validation,151.0,161.14528306609046,,161.14528306609046,
2024-01-14,S003,P0001,Validation,126.0,115.2413936319933,,115.2413936319933,
2024-01-15,S003,P0001,Validation,101.0,96.05599609763593,,96.05599609763593,
2024-01-16,S003,P0001,Validation,91.0,96.19612644640408,,96.19612644640408,
2024-01-17,S003,P0001,Validation,94.0,101.83022576806752,,101.83022576806752,
2024-01-18,S003,P0001,Validation,66.0,61.14845893289442,,61.14845893289442,
2024-01-19,S003,P0001,Validation,115.0,127.85909500534015,,127.85909500534015,
2024-01-20,S003,P0001,Validation,45.0,49.51640228282867,,49.51640228282867,
2024-01-21,S003,P0001,Validation,52.0,86.90273508318447,,86.90273508318447,
2024-01-22,S003,P0001,Validation,119.0,112.23103524926238,,112.23103524926238,
2024-01-23,S003,P0001,Validation,89.0,91.4028334727513,,91.4028334727513,
2024-01-24,S003,P0001,Validation,64.0,64.95945196597239,,64.95945196597239,
2024-01-25,S003,P0001,Validation,73.0,72.24066406034353,,72.24066406034353,
2024-01-26,S003,P0001,Validation,81.0,72.58980705095162,,72.58980705095162,
2024-01-27,S003,P0001,Validation,125.0,115.56135285915515,,115.56135285915515,
2024-01-28,S003,P0001,Validation,103.0,86.7268990838459,,86.7268990838459,
2024-01-29,S003,P0001,Validation,55.0,54.780392793614006,,54.780392793614006,
2024-01-30,S003,P0001,Validation,58.0,47.52843580932173,,47.52843580932173,
2024-01-01,S003,P0002,Validation,115.0,116.49592440198695,,116.49592440198695,
2024-01-02,S003,P0002,Validation,68.0,80.91398584488667,,80.91398584488667,
2024-01-03,S003,P0002,Validation,141.0,125.20330077231318,,125.20330077231318,
2024-01-04,S003,P0002,Validation,69.0,75.93592434668595,,75.93592434668595,
2024-01-05,S003,P0002,Validation,60.0,78.0372042363071,,78.0372042363071,
2024-01-06,S003,P0002,Validation,83.0,92.26346284574778,,92.26346284574778,
2024-01-07,S003,P0002,Validation,39.0,61.13803675277799,,61.13803675277799,
2024-01-08,S003,P0002,Validation,96.0,101.91796929407117,,101.91796929407117,
2024-01-09,S003,P0002,Validation,90.0,99.66460361949878,,99.66460361949878,
2024-01-10,S003,P0002,Validation,92.0,93.20381198273743,,93.20381198273743,
2024-01-11,S003,P0002,Validation,130.0,129.13653087063526,,129.13653087063526,
2024-01-12,S003,P0002,Validation,140.0,132.9503340465473,,132.9503340465473,
2024-01-13,S003,P0002,Validation,108.0,120.2014518957192,,120.2014518957192,
2024-01-14,S003,P0002,Validation,153.0,156.36779431829353,,156.36779431829353,
2024-01-15,S003,P0002,Validation,75.0,94.51554134816008,,94.51554134816008,
2024-01-16,S003,P0002,Validation,151.0,160.4160388362136,,160.4160388362136,
2024-01-17,S003,P0002,Validation,63.0,68.73414024120993,,68.73414024120993,
2024-01-18,S003,P0002,Validation,80.0,90.96690624110332,,90.96690624110332,
2024-01-19,S003,P0002,Validation,61.0,72.79351952951538,,72.79351952951538,
2024-01-20,S003,P0002,Validation,118.0,130.48355007835553,,130.48355007835553,
2024-01-21,S003,P0002,Validation,62.0,64.06091574011944,,64.06091574011944,
2024-01-22,S003,P0002,Validation,100.0,107.88620586270878,,107.88620586270878,
2024-01-23,S003,P0002,Validation,94.0,82.96204555827981,,82.96204555827981,
2024-01-24,S003,P0002,Validation,126.0,129.51011513041098,,129.51011513041098,
2024-01-25,S003,P0002,Validation,73.0,81.02102891342051,,81.02102891342051,
2024-01-26,S003,P0002,Validation,57.0,100.33701382649629,,100.33701382649629,
2024-01-27,S003,P0002,Validation,112.0,111.52025622607931,,111.52025622607931,
2024-01-28,S003,P0002,Validation,111.0,111.9284296785313,,111.9284296785313,
2024-01-29,S003,P0002,Validation,116.0,114.6826285967853,,114.6826285967853,
2024-01-30,S003,P0002,Validation,112.0,111.77015184200455,,111.77015184200455,
2024-01-01,S003,P0003,Validation,62.0,57.52865370369079,,57.52865370369079,
2024-01-02,S003,P0003,Validation,34.0,51.34547318777507,,51.34547318777507,
2024-01-03,S003,P0003,Validation,82.0,70.79686033349813,,70.79686033349813,
2024-01-04,S003,P0003,Validation,28.0,43.838079801405215,,43.838079801405215,
2024-01-05,S003,P0003,Validation,56.0,61.26189645537382,,61.26189645537382,
2024-01-06,S003,P0003,Validation,93.0,96.57272593370006,,96.57272593370006,
2024-01-07,S003,P0003,Validation,34.0,56.47732623452656,,56.47732623452656,
2024-01-08,S003,P0003,Validation,79.0,81.31372532996812,,81.31372532996812,
2024-01-09,S003,P0003,Validation,94.0,97.55335540938013,,97.55335540938013,
2024-01-10,S003,P0003,Validation,131.0,122.15929076550331,,122.15929076550331,
2024-01-11,S003,P0003,Validation,136.0,130.9343124607847,,130.9343124607847,
2024-01-12,S003,P0003,Validation,102.0,97.81288407224662,,97.81288407224662,
2024-01-13,S003,P0003,Validation,25.0,48.373995320980384,,48.373995320980384,
2024-01-14,S003,P0003,Validation,23.0,33.33993030480251,,33.33993030480251,
2024-01-15,S003,P0003,Validation,75.0,74.28850084419349,,74.28850084419349,
2024-01-16,S003,P0003,Validation,127.0,116.9535525621136,,116.9535525621136,
2024-01-17,S003,P0003,Validation,44.0,63.91413138690904,,63.91413138690904,
2024-01-18,S003,P0003,Validation,68.0,78.73623005109019,,78.73623005109019,
2024-01-19,S003,P0003,Validation,71.0,70.02070069397017,,70.02070069397017,
2024-01-20,S003,P0003,Validation,60.0,57.838837439611154,,57.838837439611154,
2024-01-21,S003,P0003,Validation,30.0,37.86162087993977,,37.86162087993977,
2024-01-22,S003,P0003,Validation,105.0,104.75197694517459,,104.75197694517459,
2024-01-23,S003,P0003,Validation,150.0,138.55418895008665,,138.55418895008665,
2024-01-24,S003,P0003,Validation,167.0,148.48697861457228,,148.48697861457228,
2024-01-25,S003,P0003,Validation,100.0,90.77190333946871,,90.77190333946871,
2024-01-26,S003,P0003,Validation,110.0,99.9063886262216,,99.9063886262216,
2024-01-27,S003,P0003,Validation,84.0,78.52891302151204,,78.52891302151204,
2024-01-28,S003,P0003,Validation,164.0,142.34981165795216,,142.34981165795216,
2024-01-29,S003,P0003,Validation,87.0,93.93765074277563,,93.93765074277563,
2024-01-30,S003,P0003,Validation,103.0,111.29179889033314,,111.29179889033314,
2024-01-01,S003,P0004,Validation,59.0,62.259268565986396,,62.259268565986396,
2024-01-02,S003,P0004,Validation,112.0,88.00565119109363,,88.00565119109363,
2024-01-03,S003,P0004,Validation,85.0,76.40938020663951,,76.40938020663951,
2024-01-04,S003,P0004,Validation,31.0,48.36614493312948,,48.36614493312948,
2024-01-05,S003,P0004,Validation,96.0,94.75897800704452,,94.75897800704452,
2024-01-06,S003,P0004,Validation,110.0,95.55563934032318,,95.55563934032318,
2024-01-07,S003,P0004,Validation,114.0,104.38182959331267,,104.38182959331267,
2024-01-08,S003,P0004,Validation,90.0,86.1462991800144,,86.1462991800144,
2024-01-09,S003,P0004,Validation,63.0,74.55119945338129,,74.55119945338129,
2024-01-10,S003,P0004,Validation,68.0,69.10818924591366,,69.10818924591366,
2024-01-11,S003,P0004,Validation,224.0,169.3162033186798,,169.3162033186798,
2024-01-12,S003,P0004,Validation,173.0,170.87262779807344,,170.87262779807344,
2024-01-13,S003,P0004,Validation,217.0,181.97066658314554,,181.97066658314554,
2024-01-14,S003,P0004,Validation,187.0,170.85569366505774,,170.85569366505774,
2024-01-15,S003,P0004,Validation,168.0,134.16739701488797,,134.16739701488797,
2024-01-16,S003,P0004,Validation,96.0,101.05232017716516,,101.05232017716516,
2024-01-17,S003,P0004,Validation,85.0,95.9770321147538,,95.9770321147538,
2024-01-18,S003,P0004,Validation,185.0,166.03691948817178,,166.03691948817178,
2024-01-19,S003,P0004,Validation,91.0,92.84915423900657,,92.84915423900657,
2024-01-20,S003,P0004,Validation,174.0,160.67059961254682,,160.67059961254682,
2024-01-21,S003,P0004,Validation,88.0,93.81442777377079,,93.81442777377079,
2024-01-22,S003,P0004,Validation,162.0,146.42678231207353,,146.42678231207353,
2024-01-23,S003,P0004,Validation,93.0,81.60393172488251,,81.60393172488251,
2024-01-24,S003,P0004,Validation,92.0,90.60215914831181,,90.60215914831181,
2024-01-25,S003,P0004,Validation,162.0,133.74768427725476,,133.74768427725476,
2024-01-26,S003,P0004,Validation,189.0,165.74252929894817,,165.74252929894817,
2024-01-27,S003,P0004,Validation,134.0,125.6168423855968,,125.6168423855968,
2024-01-28,S003,P0004,Validation,175.0,152.6941246806879,,152.6941246806879,
2024-01-29,S003,P0004,Validation,100.0,99.48752373365086,,99.48752373365086,
2024-01-30,S003,P0004,Validation,84.0,67.79643763133595,,67.79643763133595,
2024-01-01,S003,P0005,Validation,26.0,24.174244192102925,,24.174244192102925,
2024-01-02,S003,P0005,Validation,19.0,28.195071474603946,,28.195071474603946,
2024-01-03,S003,P0005,Validation,57.0,50.070151939418636,,50.070151939418636,
2024-01-04,S003,P0005,Validation,50.0,51.38362720838414,,51.38362720838414,
2024-01-05,S003,P0005,Validation,30.0,47.79566518759414,,47.79566518759414,
2024-01-06,S003,P0005,Validation,38.0,47.96641751674771,,47.96641751674771,
2024-01-07,S003,P0005,Validation,7.0,21.378587920306796,,21.378587920306796,
2024-01-08,S003,P0005,Validation,35.0,38.392019241889024,,38.392019241889024,
2024-01-09,S003,P0005,Validation,12.0,24.9735713952961,,24.9735713952961,
2024-01-10,S003,P0005,Validation,130.0,90.54028918468816,,90.54028918468816,
2024-01-11,S003,P0005,Validation,141.0,105.70091981388559,,105.70091981388559,
2024-01-12,S003,P0005,Validation,140.0,115.74140373170869,,115.74140373170869,
2024-01-13,S003,P0005,Validation,107.0,109.87424933580175,,109.87424933580175,
2024-01-14,S003,P0005,Validation,122.0,114.55962324528855,,114.55962324528855,
2024-01-15,S003,P0005,Validation,140.0,126.60228778011329,,126.60228778011329,
2024-01-16,S003,P0005,Validation,124.0,126.67342845213486,,126.67342845213486,
2024-01-17,S003,P0005,Validation,84.0,102.849707182293,,102.849707182293,
2024-01-18,S003,P0005,Validation,113.0,125.33599468692087,,125.33599468692087,
2024-01-19,S003,P0005,Validation,145.0,147.81987096343207,,147.81987096343207,
2024-01-20,S003,P0005,Validation,111.0,117.38966421552034,,117.38966421552034,
2024-01-21,S003,P0005,Validation,42.0,74.70391060542262,,74.70391060542262,
2024-01-22,S003,P0005,Validation,128.0,117.47452326767667,,117.47452326767667,
2024-01-23,S003,P0005,Validation,74.0,97.15763993449347,,97.15763993449347,
2024-01-24,S003,P0005,Validation,85.0,88.57306873069096,,88.57306873069096,
2024-01-25,S003,P0005,Validation,147.0,144.82818011867067,,144.82818011867067,
2024-01-26,S003,P0005,Validation,86.0,111.63991068769194,,111.63991068769194,
2024-01-27,S003,P0005,Validation,109.0,127.72092819802369,,127.72092819802369,
2024-01-28,S003,P0005,Validation,29.0,46.967929315640134,,46.967929315640134,
2024-01-29,S003,P0005,Validation,66.0,67.05432156743656,,67.05432156743656,
2024-01-30,S003,P0005,Validation,130.0,126.37275347912656,,126.37275347912656,
2024-01-01,S003,P0006,Validation,57.0,57.425405060049705,,57.425405060049705,
2024-01-02,S003,P0006,Validation,41.0,43.695624129846216,,43.695624129846216,
2024-01-03,S003,P0006,Validation,27.0,37.06037619559274,,37.06037619559274,
2024-01-04,S003,P0006,Validation,42.0,48.57191280512962,,48.57191280512962,
2024-01-05,S003,P0006,Validation,26.0,25.721821020109473,,25.721821020109473,
2024-01-06,S003,P0006,Validation,7.0,26.861057575160302,,26.861057575160302,
2024-01-07,S003,P0006,Validation,34.0,40.670457302004806,,40.670457302004806,
